voltage(V),current(mA),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
4.286,-2930.937,64,41,2918,4410,Li-ion
4.286,-2930.625,64,41,2918,4410,Li-ion
4.286,-2917.5,64,41,2920,4410,Li-ion
4.286,-2941.25,64,41,2920,4410,Li-ion
4.286,-2932.5,64,41,2922,4410,Li-ion
4.286,-2920.625,64,41,2922,4410,Li-ion
4.286,-2927.812,64,41,2924,4410,Li-ion
4.286,-2904.687,64,41,2924,4410,Li-ion
4.286,-2922.187,64,41,2926,4410,Li-ion
4.286,-2924.375,64,41,2926,4410,Li-ion
4.286,-2904.062,64,41,2926,4410,Li-ion
4.287,-2903.75,64,41,2928,4410,Li-ion
4.287,-2907.812,64,41,2928,4410,Li-ion
4.287,-2895.937,64,41,2930,4410,Li-ion
4.287,-2912.5,64,41,2930,4410,Li-ion
4.287,-2891.25,64,41,2932,4410,Li-ion
4.287,-2894.375,64,41,2932,4410,Li-ion
4.287,-2890.625,64,41,2932,4410,Li-ion
4.287,-2896.25,64,41,2934,4410,Li-ion
4.287,-2898.75,64,41,2934,4410,Li-ion
4.287,-2892.187,64,41,2936,4410,Li-ion
4.287,-2879.375,64,41,2936,4410,Li-ion
4.287,-2875.312,64,41,2938,4410,Li-ion
4.287,-2872.812,64,41,2938,4410,Li-ion
4.287,-2871.875,64,41,2938,4410,Li-ion
4.287,-2868.125,64,41,2940,4410,Li-ion
4.287,-2864.062,64,41,2940,4410,Li-ion
4.287,-2857.187,64,41,2942,4410,Li-ion
4.287,-2891.875,64,41,2942,4410,Li-ion
4.287,-2872.187,64,41,2944,4410,Li-ion
4.287,-2863.75,64,41,2944,4410,Li-ion
4.287,-2860.312,64,41,2944,4410,Li-ion
4.287,-2865.312,64,41,2946,4410,Li-ion
4.287,-2858.437,64,41,2946,4410,Li-ion
4.287,-2851.562,64,41,2948,4410,Li-ion
4.287,-2857.187,64,41,2948,4410,Li-ion
4.287,-2861.25,64,41,2950,4410,Li-ion
4.287,-2851.25,64,41,2950,4410,Li-ion
4.287,-2859.687,64,41,2950,4410,Li-ion
4.287,-2858.75,64,41,2952,4410,Li-ion
4.285,-2849.375,65,41,2952,4410,Li-ion
4.285,-2838.125,65,41,2954,4410,Li-ion
4.285,-2851.562,65,41,2954,4410,Li-ion
4.285,-2844.375,65,41,2954,4410,Li-ion
4.285,-2838.75,65,41,2956,4410,Li-ion
4.285,-2841.562,65,41,2956,4410,Li-ion
4.285,-2846.875,65,41,2958,4410,Li-ion
4.285,-2829.062,65,41,2958,4410,Li-ion
4.285,-2835.937,65,41,2960,4410,Li-ion
4.285,-2828.75,65,41,2960,4410,Li-ion
4.285,-2837.187,65,41,2960,4410,Li-ion
4.285,-2830,65,41,2962,4410,Li-ion
4.285,-2807.812,65,41,2962,4410,Li-ion
4.285,-2835.625,65,41,2964,4410,Li-ion
4.285,-2815,65,41,2964,4410,Li-ion
4.285,-2810,65,41,2964,4410,Li-ion
4.285,-2810,65,41,2966,4410,Li-ion
4.285,-2815.937,65,41,2966,4410,Li-ion
4.285,-2816.875,65,41,2968,4410,Li-ion
4.285,-2799.062,65,41,2968,4410,Li-ion
4.285,-2815,65,41,2970,4410,Li-ion
4.285,-2811.562,65,41,2970,4410,Li-ion
4.286,-2808.125,65,40.9,2970,4410,Li-ion
4.286,-2799.375,65,40.9,2972,4410,Li-ion
4.286,-2790,65,40.9,2972,4410,Li-ion
4.286,-2797.187,65,40.9,2974,4410,Li-ion
4.286,-2793.75,65,40.9,2974,4410,Li-ion
4.286,-2789.687,65,40.9,2974,4410,Li-ion
4.286,-2790.312,65,40.9,2976,4410,Li-ion
4.286,-2797.5,65,40.9,2976,4410,Li-ion
4.286,-2797.5,65,40.9,2976,4410,Li-ion
4.286,-2773.437,65,40.9,2978,4410,Li-ion
4.286,-2795.312,65,40.9,2978,4410,Li-ion
4.286,-2774.687,65,40.9,2980,4410,Li-ion
4.286,-2771.875,65,40.9,2980,4410,Li-ion
4.286,-2785.625,65,40.9,2982,4410,Li-ion
4.286,-2780.625,65,40.9,2982,4410,Li-ion
4.286,-2760,65,40.9,2982,4410,Li-ion
4.286,-2775.625,65,40.9,2984,4410,Li-ion
4.286,-2757.812,65,40.9,2984,4410,Li-ion
4.286,-2765.625,65,40.9,2986,4410,Li-ion
4.286,-2760,65,40.9,2986,4410,Li-ion
4.286,-2763.75,65,40.9,2986,4410,Li-ion
4.286,-2752.812,65,40.8,2988,4410,Li-ion
4.286,-2766.562,65,40.8,2988,4410,Li-ion
4.286,-2748.75,65,40.8,2990,4410,Li-ion
4.286,-2747.187,65,40.8,2990,4410,Li-ion
4.286,-2748.125,65,40.8,2990,4410,Li-ion
4.286,-2739.062,65,40.8,2992,4410,Li-ion
4.286,-2746.875,65,40.8,2992,4410,Li-ion
4.286,-2760.625,65,40.8,2994,4410,Li-ion
4.286,-2743.75,65,40.8,2994,4410,Li-ion
4.286,-2741.25,66,40.8,2994,4410,Li-ion
4.286,-2742.812,66,40.8,2996,4410,Li-ion
4.286,-2731.25,66,40.8,2996,4410,Li-ion
4.286,-2714.687,66,40.8,2998,4410,Li-ion
4.286,-2727.187,66,40.8,2998,4410,Li-ion
4.286,-2732.187,66,40.8,3000,4410,Li-ion
4.286,-2734.375,66,40.8,3000,4410,Li-ion
4.286,-2726.875,66,40.8,3000,4410,Li-ion
4.286,-2731.875,66,40.8,3002,4410,Li-ion
4.286,-2724.687,66,40.8,3002,4410,Li-ion
4.286,-2719.687,66,40.8,3004,4410,Li-ion
4.286,-2721.562,66,40.8,3004,4410,Li-ion
4.286,-2713.75,66,40.8,3004,4410,Li-ion
4.286,-2732.187,66,40.8,3006,4410,Li-ion
4.286,-2725.625,66,40.8,3006,4410,Li-ion
4.286,-2719.375,66,40.8,3006,4410,Li-ion
4.286,-2706.875,66,40.8,3008,4410,Li-ion
4.286,-2704.375,66,40.8,3008,4410,Li-ion
4.286,-2706.25,66,40.8,3010,4410,Li-ion
4.286,-2693.125,66,40.8,3010,4410,Li-ion
4.286,-2697.187,66,40.8,3010,4410,Li-ion
4.286,-2718.125,66,40.8,3012,4410,Li-ion
4.286,-2699.687,66,40.8,3012,4410,Li-ion
4.286,-2703.125,66,40.8,3014,4410,Li-ion
4.286,-2694.375,66,40.8,3014,4410,Li-ion
4.288,-2690.937,66,40.7,3014,4410,Li-ion
4.288,-2695,66,40.7,3016,4410,Li-ion
4.288,-2694.062,66,40.7,3016,4410,Li-ion
4.288,-2701.875,66,40.7,3018,4410,Li-ion
4.288,-2694.687,66,40.7,3018,4410,Li-ion
4.288,-2685.625,66,40.7,3018,4410,Li-ion
4.288,-2688.437,66,40.7,3020,4410,Li-ion
4.288,-2683.125,66,40.7,3020,4410,Li-ion
4.288,-2684.687,66,40.7,3020,4410,Li-ion
4.288,-2670,66,40.7,3022,4410,Li-ion
4.288,-2668.125,66,40.7,3022,4410,Li-ion
4.288,-2677.187,66,40.7,3024,4410,Li-ion
4.288,-2660.625,66,40.7,3024,4410,Li-ion
4.288,-2682.187,66,40.7,3024,4410,Li-ion
4.288,-2668.75,66,40.7,3026,4410,Li-ion
4.288,-2660.625,66,40.7,3026,4410,Li-ion
4.288,-2661.562,66,40.7,3028,4410,Li-ion
4.288,-2650.312,66,40.7,3028,4410,Li-ion
4.288,-2657.5,66,40.7,3028,4410,Li-ion
4.288,-2659.062,66,40.7,3030,4410,Li-ion
4.288,-2646.562,66,40.7,3030,4410,Li-ion
4.288,-2640.625,66,40.7,3032,4410,Li-ion
4.287,-2643.125,66,40.6,3032,4410,Li-ion
4.287,-2648.75,66,40.6,3032,4410,Li-ion
4.287,-2658.125,66,40.6,3034,4410,Li-ion
4.287,-2647.5,66,40.6,3034,4410,Li-ion
4.287,-2651.875,66,40.6,3036,4410,Li-ion
4.287,-2628.125,66,40.6,3036,4410,Li-ion
4.287,-2632.812,66,40.6,3036,4410,Li-ion
4.287,-2635.312,66,40.6,3038,4410,Li-ion
4.287,-2646.562,67,40.6,3038,4410,Li-ion
4.287,-2641.875,67,40.6,3038,4410,Li-ion
4.287,-2632.812,67,40.6,3040,4410,Li-ion
4.287,-2617.5,67,40.6,3040,4410,Li-ion
4.287,-2624.375,67,40.6,3042,4410,Li-ion
4.287,-2632.5,67,40.6,3042,4410,Li-ion
4.287,-2628.75,67,40.6,3042,4410,Li-ion
4.287,-2621.875,67,40.6,3044,4410,Li-ion
4.287,-2604.062,67,40.6,3044,4410,Li-ion
4.287,-2615,67,40.6,3046,4410,Li-ion
4.287,-2607.812,67,40.6,3046,4410,Li-ion
4.287,-2608.437,67,40.6,3046,4410,Li-ion
4.287,-2631.562,67,40.6,3048,4410,Li-ion
4.287,-2605.625,67,40.6,3048,4410,Li-ion
4.287,-2614.062,67,40.6,3048,4410,Li-ion
4.287,-2595.937,67,40.6,3050,4410,Li-ion
4.287,-2604.687,67,40.6,3050,4410,Li-ion
4.287,-2606.875,67,40.6,3052,4410,Li-ion
4.287,-2602.187,67,40.6,3052,4410,Li-ion
4.287,-2349.687,67,40.6,3052,4410,Li-ion
4.287,-2586.875,67,40.6,3054,4410,Li-ion
4.287,-2583.437,67,40.6,3054,4410,Li-ion
4.287,-2617.5,67,40.6,3054,4410,Li-ion
4.287,-2593.125,67,40.6,3056,4410,Li-ion
4.287,-2592.187,67,40.6,3056,4410,Li-ion
4.287,-2592.187,67,40.6,3056,4410,Li-ion
4.287,-2585.937,67,40.5,3058,4410,Li-ion
4.287,-2572.5,67,40.5,3058,4410,Li-ion
4.287,-2572.5,67,40.5,3060,4410,Li-ion
4.287,-2572.812,67,40.5,3060,4410,Li-ion
4.287,-2588.437,67,40.5,3060,4410,Li-ion
4.287,-2573.125,67,40.5,3062,4410,Li-ion
4.287,-2566.562,67,40.5,3062,4410,Li-ion
4.287,-2573.125,67,40.5,3062,4410,Li-ion
4.287,-2562.812,67,40.5,3064,4410,Li-ion
4.287,-2565.625,67,40.5,3064,4410,Li-ion
4.287,-2561.25,67,40.5,3066,4410,Li-ion
4.287,-2577.812,67,40.5,3066,4410,Li-ion
4.287,-2554.687,67,40.5,3066,4410,Li-ion
4.287,-2568.125,67,40.5,3068,4410,Li-ion
4.287,-2548.75,67,40.5,3068,4410,Li-ion
4.287,-2551.562,67,40.5,3068,4410,Li-ion
4.287,-2531.562,67,40.5,3070,4410,Li-ion
4.287,-2550.625,67,40.5,3070,4410,Li-ion
4.287,-2539.375,67,40.5,3072,4410,Li-ion
4.287,-2551.875,67,40.5,3072,4410,Li-ion
4.287,-2550.937,67,40.5,3072,4410,Li-ion
4.287,-2553.437,67,40.5,3074,4410,Li-ion
4.287,-2530.312,67,40.5,3074,4410,Li-ion
4.287,-2526.875,67,40.5,3074,4410,Li-ion
4.287,-2560.625,67,40.4,3076,4410,Li-ion
4.287,-2538.437,67,40.4,3076,4410,Li-ion
4.287,-2472.5,67,40.4,3078,4410,Li-ion
4.287,-2520.625,67,40.4,3078,4410,Li-ion
4.287,-2535.312,67,40.4,3078,4410,Li-ion
4.287,-2525.937,67,40.4,3080,4410,Li-ion
4.287,-2517.5,68,40.5,3080,4410,Li-ion
4.287,-2518.437,68,40.5,3080,4410,Li-ion
4.287,-2533.75,68,40.5,3082,4410,Li-ion
4.287,-2516.25,68,40.5,3082,4410,Li-ion
4.287,-2515.312,68,40.5,3084,4410,Li-ion
4.287,-2505.625,68,40.5,3084,4410,Li-ion
4.287,-2525.937,68,40.5,3084,4410,Li-ion
4.287,-2524.062,68,40.5,3086,4410,Li-ion
4.287,-2510.312,68,40.5,3086,4410,Li-ion
4.287,-2500.312,68,40.5,3086,4410,Li-ion
4.287,-2507.5,68,40.5,3088,4410,Li-ion
4.287,-2511.25,68,40.5,3088,4410,Li-ion
4.287,-2516.25,68,40.5,3090,4410,Li-ion
4.287,-2508.125,68,40.5,3090,4410,Li-ion
4.287,-2515.625,68,40.5,3090,4410,Li-ion
4.287,-2501.875,68,40.5,3092,4410,Li-ion
4.287,-2505.312,68,40.5,3092,4410,Li-ion
4.287,-2498.125,68,40.5,3092,4410,Li-ion
4.287,-2495,68,40.5,3094,4410,Li-ion
4.287,-2495.312,68,40.5,3094,4410,Li-ion
4.287,-2503.125,68,40.5,3094,4410,Li-ion
4.287,-2492.812,68,40.5,3096,4410,Li-ion
4.287,-2494.062,68,40.5,3096,4410,Li-ion
4.287,-2479.062,68,40.5,3098,4410,Li-ion
4.287,-2487.5,68,40.5,3098,4410,Li-ion
4.287,-2481.25,68,40.5,3098,4410,Li-ion
4.287,-2487.187,68,40.5,3100,4410,Li-ion
4.287,-2473.125,68,40.5,3100,4410,Li-ion
4.287,-2492.812,68,40.5,3100,4410,Li-ion
4.286,-2482.187,68,40.6,3102,4410,Li-ion
4.286,-2460,68,40.6,3102,4410,Li-ion
4.286,-2473.437,68,40.6,3102,4410,Li-ion
4.286,-2475.625,68,40.6,3104,4410,Li-ion
4.286,-2456.875,68,40.6,3104,4410,Li-ion
4.286,-2466.562,68,40.6,3106,4410,Li-ion
4.286,-2464.687,68,40.6,3106,4410,Li-ion
4.286,-2470,68,40.6,3106,4410,Li-ion
4.286,-2468.125,68,40.6,3108,4410,Li-ion
4.286,-2455.625,68,40.6,3108,4410,Li-ion
4.286,-2445.312,68,40.6,3108,4410,Li-ion
4.286,-2460.937,68,40.6,3110,4410,Li-ion
4.286,-2458.437,68,40.6,3110,4410,Li-ion
4.286,-2462.187,68,40.6,3110,4410,Li-ion
4.286,-2459.687,68,40.6,3112,4410,Li-ion
4.286,-2452.812,68,40.6,3112,4410,Li-ion
4.286,-2456.875,68,40.6,3112,4410,Li-ion
4.286,-2449.687,68,40.6,3114,4410,Li-ion
4.286,-2444.062,68,40.6,3114,4410,Li-ion
4.286,-2445.625,68,40.6,3116,4410,Li-ion
4.286,-2451.562,68,40.6,3116,4410,Li-ion
4.286,-2427.187,68,40.6,3116,4410,Li-ion
4.287,-2434.687,68,40.6,3118,4410,Li-ion
4.287,-2435.312,68,40.6,3118,4410,Li-ion
4.287,-2447.187,68,40.6,3118,4410,Li-ion
4.287,-2429.375,68,40.6,3120,4410,Li-ion
4.287,-2434.687,68,40.6,3120,4410,Li-ion
4.287,-2429.062,68,40.6,3120,4410,Li-ion
4.287,-2428.437,68,40.6,3122,4410,Li-ion
4.287,-2423.437,68,40.6,3122,4410,Li-ion
4.287,-2433.75,69,40.5,3122,4410,Li-ion
4.287,-2438.437,69,40.5,3124,4410,Li-ion
4.287,-2436.25,69,40.5,3124,4410,Li-ion
4.287,-2429.062,69,40.5,3124,4410,Li-ion
4.287,-2424.062,69,40.5,3126,4410,Li-ion
4.287,-2421.562,69,40.5,3126,4410,Li-ion
4.287,-2421.25,69,40.5,3128,4410,Li-ion
4.287,-2430.312,69,40.5,3128,4410,Li-ion
4.287,-2409.687,69,40.5,3128,4410,Li-ion
4.287,-2409.687,69,40.5,3130,4410,Li-ion
4.287,-2401.25,69,40.5,3130,4410,Li-ion
4.287,-2401.875,69,40.5,3130,4410,Li-ion
4.287,-2402.187,69,40.5,3132,4410,Li-ion
4.287,-2400.625,69,40.5,3132,4410,Li-ion
4.287,-2402.5,69,40.5,3132,4410,Li-ion
4.287,-2403.125,69,40.5,3134,4410,Li-ion
4.287,-2389.687,69,40.5,3134,4410,Li-ion
4.287,-2395,69,40.5,3134,4410,Li-ion
4.287,-2394.062,69,40.5,3136,4410,Li-ion
4.287,-2388.437,69,40.5,3136,4410,Li-ion
4.287,-2391.875,69,40.5,3136,4410,Li-ion
4.287,-2396.562,69,40.5,3138,4410,Li-ion
4.287,-2386.562,69,40.5,3138,4410,Li-ion
4.287,-2380.937,69,40.5,3138,4410,Li-ion
4.287,-2396.25,69,40.5,3140,4410,Li-ion
4.287,-2371.562,69,40.5,3140,4410,Li-ion
4.287,-2389.687,69,40.5,3142,4410,Li-ion
4.287,-2379.062,69,40.5,3142,4410,Li-ion
4.287,-2378.437,69,40.5,3142,4410,Li-ion
4.287,-2369.062,69,40.5,3144,4410,Li-ion
4.287,-2369.687,69,40.5,3144,4410,Li-ion
4.288,-2382.812,69,40.4,3144,4410,Li-ion
4.288,-2382.5,69,40.4,3146,4410,Li-ion
4.288,-2373.75,69,40.4,3146,4410,Li-ion
4.288,-2370.312,69,40.4,3146,4410,Li-ion
4.288,-2365,69,40.4,3148,4410,Li-ion
4.288,-2367.812,69,40.4,3148,4410,Li-ion
4.288,-2360,69,40.4,3148,4410,Li-ion
4.288,-2374.375,69,40.4,3150,4410,Li-ion
4.288,-2376.25,69,40.4,3150,4410,Li-ion
4.288,-2352.5,69,40.4,3150,4410,Li-ion
4.288,-2344.687,69,40.4,3152,4410,Li-ion
4.288,-2353.75,69,40.4,3152,4410,Li-ion
4.288,-2348.125,69,40.4,3152,4410,Li-ion
4.288,-2349.062,69,40.4,3154,4410,Li-ion
4.288,-2348.437,69,40.4,3154,4410,Li-ion
4.288,-2343.75,69,40.4,3154,4410,Li-ion
4.288,-2344.687,69,40.4,3156,4410,Li-ion
4.288,-2338.437,69,40.4,3156,4410,Li-ion
4.289,-2332.5,69,40.3,3156,4410,Li-ion
4.289,-2346.875,69,40.3,3158,4410,Li-ion
4.289,-2347.812,69,40.3,3158,4410,Li-ion
4.289,-2354.062,69,40.3,3158,4410,Li-ion
4.289,-2338.75,69,40.3,3160,4410,Li-ion
4.289,-2333.125,69,40.3,3160,4410,Li-ion
4.289,-2324.687,69,40.3,3160,4410,Li-ion
4.289,-2304.062,69,40.3,3162,4410,Li-ion
4.289,-2306.875,69,40.3,3162,4410,Li-ion
4.289,-2331.875,69,40.3,3162,4410,Li-ion
4.289,-2306.875,69,40.3,3164,4410,Li-ion
4.289,-2312.187,69,40.3,3164,4410,Li-ion
4.289,-2307.5,69,40.3,3164,4410,Li-ion
4.289,-2320.937,69,40.3,3166,4410,Li-ion
4.289,-2293.125,69,40.3,3166,4410,Li-ion
4.289,-2314.375,69,40.3,3166,4410,Li-ion
4.289,-2305.312,69,40.3,3168,4410,Li-ion
4.289,-2310.625,69,40.3,3168,4410,Li-ion
4.289,-2300.312,69,40.3,3168,4410,Li-ion
4.289,-2301.875,69,40.3,3170,4410,Li-ion
4.289,-2301.25,69,40.3,3170,4410,Li-ion
4.289,-2301.875,69,40.3,3170,4410,Li-ion
4.289,-2289.375,69,40.3,3172,4410,Li-ion
4.289,-2294.062,69,40.3,3172,4410,Li-ion
4.289,-2298.125,69,40.3,3172,4410,Li-ion
4.289,-2297.187,69,40.3,3174,4410,Li-ion
4.289,-2310.625,69,40.3,3174,4410,Li-ion
4.289,-2286.562,69,40.3,3174,4410,Li-ion
4.289,-2289.062,69,40.3,3176,4410,Li-ion
4.289,-2291.875,69,40.3,3176,4410,Li-ion
4.289,-2287.187,69,40.3,3176,4410,Li-ion
4.289,-2275,69,40.3,3178,4410,Li-ion
4.289,-2292.5,69,40.3,3178,4410,Li-ion
4.289,-2289.375,69,40.3,3180,4410,Li-ion
4.289,-2274.687,69,40.3,3180,4410,Li-ion
4.289,-2280,69,40.3,3180,4410,Li-ion
4.289,-2276.25,69,40.3,3182,4410,Li-ion
4.289,-2284.062,69,40.3,3182,4410,Li-ion
4.289,-2256.25,69,40.3,3182,4410,Li-ion
4.289,-2272.5,69,40.3,3184,4410,Li-ion
4.289,-2273.125,69,40.3,3184,4410,Li-ion
4.289,-2248.75,70,40.1,3184,4410,Li-ion
4.289,-2263.125,70,40.1,3186,4410,Li-ion
4.289,-2263.75,70,40.1,3186,4410,Li-ion
4.289,-2263.75,70,40.1,3186,4410,Li-ion
4.289,-2274.062,70,40.1,3188,4410,Li-ion
4.288,-2260.625,70,40.1,3188,4410,Li-ion
4.288,-2255.937,70,40.1,3188,4410,Li-ion
4.288,-2274.062,70,40.1,3190,4410,Li-ion
4.288,-2245.937,70,40.1,3190,4410,Li-ion
4.288,-2262.5,70,40.1,3190,4410,Li-ion
4.288,-2229.375,70,40.1,3192,4410,Li-ion
4.288,-2255.312,70,40.1,3192,4410,Li-ion
4.288,-2256.25,70,40.1,3192,4410,Li-ion
4.288,-2248.125,70,40.1,3192,4410,Li-ion
4.288,-2250.312,70,40.1,3194,4410,Li-ion
4.288,-2245,70,40.1,3194,4410,Li-ion
4.288,-2242.5,70,40.1,3194,4410,Li-ion
4.287,-2244.687,70,40.1,3196,4410,Li-ion
4.287,-2229.375,70,40.1,3196,4410,Li-ion
4.287,-2236.562,70,40.1,3196,4410,Li-ion
4.287,-2235,70,40.1,3198,4410,Li-ion
4.287,-2245,70,40.1,3198,4410,Li-ion
4.287,-2238.75,70,40.1,3198,4410,Li-ion
4.287,-2235.625,70,40.1,3200,4410,Li-ion
4.287,-2234.375,70,40.1,3200,4410,Li-ion
4.287,-2232.5,70,40.1,3200,4410,Li-ion
4.287,-2231.25,70,40.1,3202,4410,Li-ion
4.287,-2235.937,70,40.1,3202,4410,Li-ion
4.287,-2221.875,70,40.1,3202,4410,Li-ion
4.287,-2227.187,70,40.1,3204,4410,Li-ion
4.287,-2220,70,40.1,3204,4410,Li-ion
4.287,-2222.187,70,40.1,3204,4410,Li-ion
4.287,-2211.25,70,40.1,3206,4410,Li-ion
4.287,-2215.312,70,40.1,3206,4410,Li-ion
4.287,-2220.937,70,40.1,3206,4410,Li-ion
4.287,-2210.312,70,40.1,3208,4410,Li-ion
4.287,-2189.687,70,40.1,3208,4410,Li-ion
4.287,-2203.125,70,40.1,3208,4410,Li-ion
4.287,-2199.687,70,40.1,3210,4410,Li-ion
4.287,-2204.062,70,40.1,3210,4410,Li-ion
4.287,-2217.5,70,40.1,3210,4410,Li-ion
4.287,-2204.375,70,40.1,3212,4410,Li-ion
4.287,-2204.687,70,40.1,3212,4410,Li-ion
4.287,-2184.687,70,40.1,3212,4410,Li-ion
4.287,-2191.562,70,40.1,3214,4410,Li-ion
4.287,-2199.687,70,40.1,3214,4410,Li-ion
4.287,-2200.312,70,40.1,3214,4410,Li-ion
4.287,-2185,70,40.1,3216,4410,Li-ion
4.287,-2183.125,70,40.1,3216,4410,Li-ion
4.287,-2188.437,70,40.1,3216,4410,Li-ion
4.287,-2180.937,70,40.1,3218,4410,Li-ion
4.287,-2182.812,70,40.1,3218,4410,Li-ion
4.287,-2174.375,70,40.1,3218,4410,Li-ion
4.287,-2170,70,40.1,3218,4410,Li-ion
4.287,-2185.937,70,40.1,3220,4410,Li-ion
4.287,-2180.312,70,40.1,3220,4410,Li-ion
4.287,-2184.375,70,40.1,3220,4410,Li-ion
4.287,-2159.062,70,40.1,3222,4410,Li-ion
4.287,-2170.625,70,40.1,3222,4410,Li-ion
4.287,-2162.187,70,40.1,3222,4410,Li-ion
4.287,-2156.25,70,40.1,3224,4410,Li-ion
4.287,-2160,70,40.1,3224,4410,Li-ion
4.287,-2154.375,70,40.1,3224,4410,Li-ion
4.287,-2159.062,70,40.1,3226,4410,Li-ion
4.289,-2161.25,71,39.9,3226,4410,Li-ion
4.289,-2163.125,71,39.9,3226,4410,Li-ion
4.289,-2158.75,71,39.9,3228,4410,Li-ion
4.289,-2155.312,71,39.9,3228,4410,Li-ion
4.289,-2150.625,71,39.9,3228,4410,Li-ion
4.289,-2142.187,71,39.9,3230,4410,Li-ion
4.289,-2142.5,71,39.9,3230,4410,Li-ion
4.289,-2135,71,39.9,3230,4410,Li-ion
4.289,-2149.375,71,39.9,3230,4410,Li-ion
4.288,-2150.937,71,39.9,3232,4410,Li-ion
4.288,-2140.625,71,39.9,3232,4410,Li-ion
4.289,-2123.437,71,39.9,3232,4410,Li-ion
4.289,-2117.5,71,39.9,3234,4410,Li-ion
4.289,-2110,71,39.9,3234,4410,Li-ion
4.289,-2117.5,71,39.9,3234,4410,Li-ion
4.289,-2116.875,71,39.9,3236,4410,Li-ion
4.289,-2117.5,71,39.9,3236,4410,Li-ion
4.289,-2117.812,71,39.9,3236,4410,Li-ion
4.289,-2114.375,71,39.9,3238,4410,Li-ion
4.289,-2127.812,71,39.9,3238,4410,Li-ion
4.289,-2120.625,71,39.9,3238,4410,Li-ion
4.289,-2136.562,71,39.9,3238,4410,Li-ion
4.289,-2110.937,71,39.9,3240,4410,Li-ion
4.289,-2117.5,71,39.9,3240,4410,Li-ion
4.289,-2126.25,71,39.9,3240,4410,Li-ion
4.289,-2117.5,71,39.9,3242,4410,Li-ion
4.289,-2114.687,71,39.9,3242,4410,Li-ion
4.289,-2114.062,71,39.9,3242,4410,Li-ion
4.289,-2123.437,71,39.9,3244,4410,Li-ion
4.289,-2111.875,71,39.9,3244,4410,Li-ion
4.289,-2121.25,71,39.9,3244,4410,Li-ion
4.289,-2116.875,71,39.9,3246,4410,Li-ion
4.289,-2109.062,71,39.9,3246,4410,Li-ion
4.289,-2120.625,71,39.9,3246,4410,Li-ion
4.289,-2112.5,71,39.9,3246,4410,Li-ion
4.289,-2124.687,71,39.9,3248,4410,Li-ion
4.289,-2134.375,71,39.9,3248,4410,Li-ion
4.289,-2122.5,71,39.9,3248,4410,Li-ion
4.289,-2117.812,71,39.9,3250,4410,Li-ion
4.289,-2115.312,71,39.9,3250,4410,Li-ion
4.289,-2129.687,71,39.9,3250,4410,Li-ion
4.289,-2121.875,71,39.9,3252,4410,Li-ion
4.289,-2113.125,71,39.9,3252,4410,Li-ion
4.289,-2130.625,71,39.9,3252,4410,Li-ion
4.294,-2124.687,72,39.6,3262,4410,Li-ion
4.294,-2146.25,72,39.6,3262,4410,Li-ion
4.295,-2117.812,72,39.6,3268,4410,Li-ion
4.295,-2120,72,39.5,3274,4410,Li-ion
4.295,-2131.875,72,39.5,3292,4410,Li-ion
4.304,-2114.062,73,39.3,3302,4410,Li-ion
4.303,-2120.312,73,39.3,3302,4410,Li-ion
4.307,-2114.687,73,39.2,3318,4410,Li-ion
4.307,-2118.437,73,39.2,3320,4410,Li-ion
4.312,-2123.437,73,39.1,3338,4410,Li-ion
4.319,-2116.25,74,39,3356,4410,Li-ion
4.319,-2118.437,74,39,3356,4410,Li-ion
4.318,-2125.625,74,38.9,3362,4410,Li-ion
4.318,-2136.562,74,38.9,3366,4410,Li-ion
4.318,-2115,74,38.9,3368,4410,Li-ion
4.323,-2116.875,74,38.8,3374,4410,Li-ion
4.328,-2129.375,75,38.8,3390,4410,Li-ion
4.328,-2127.187,75,38.8,3392,4410,Li-ion
4.33,-2123.437,75,38.7,3404,4410,Li-ion
4.332,-2110.937,75,38.6,3408,4410,Li-ion
4.332,-2120.625,75,38.6,3412,4410,Li-ion
4.332,-2119.687,75,38.6,3412,4410,Li-ion
4.332,-2122.812,75,38.6,3414,4410,Li-ion
4.338,-2117.5,76,38.6,3430,4410,Li-ion
4.338,-2122.5,76,38.6,3430,4410,Li-ion
4.343,-2125.625,76,38.5,3444,4410,Li-ion
4.343,-2128.125,76,38.4,3448,4410,Li-ion
4.343,-2127.5,76,38.4,3464,4410,Li-ion
4.353,-2115.312,77,38.3,3480,4410,Li-ion
4.353,-2122.187,77,38.3,3480,4410,Li-ion
4.357,-2121.25,77,38.2,3492,4410,Li-ion
4.357,-2123.437,77,38.2,3498,4410,Li-ion
4.357,-2131.562,77,38.2,3498,4410,Li-ion
4.362,-2123.125,78,38.2,3516,4410,Li-ion
4.362,-2122.812,78,38.2,3532,4410,Li-ion
4.368,-2123.75,78,38,3534,4410,Li-ion
4.373,-2123.437,78,38,3550,4410,Li-ion
4.377,-2103.75,79,38,3568,4410,Li-ion
4.377,-2118.437,79,38,3568,4410,Li-ion
4.377,-2123.437,79,37.9,3578,4410,Li-ion
4.382,-2115.312,79,37.9,3586,4410,Li-ion
4.386,-2119.375,80,37.9,3602,4410,Li-ion
4.386,-2111.875,80,37.9,3604,4410,Li-ion
4.392,-2119.062,80,37.8,3620,4410,Li-ion
